1; -0.067482220511, -0.065548271290,  1.000000000000
2;  0.007227323224, -0.002612634721,  1.000000000000
3; -0.562899656553, -0.552264114328,  1.000000000000
4; -0.001258673247, -0.001801696781,  1.000000000000
5; -0.641654370076, -0.238209247524,  1.000000000000
6;  0.150506664122,  0.255052859395,  1.000000000000
7; -0.031249584083,  0.026997110383,  1.000000000000
8;  0.627849383895, -0.465237111403,  1.000000000000
9; -0.753027814874,  0.339635151707,  1.000000000000
10; -0.519043902452, -0.326604129975,  1.000000000000
11; -0.187784908068,  0.734629933155,  1.000000000000
12;  0.083199906559,  0.217692321137,  1.000000000000
13;  0.480365857176,  0.434704648765,  1.000000000000
14; -0.465400704614, -0.360682813677,  1.000000000000
15;  0.088225596827,  0.103645839527,  1.000000000000
16;  0.115928773400,  0.197366640531,  1.000000000000
17; -0.887684570564, -0.411129815946,  1.000000000000
18;  0.187038503799,  0.307884785367,  1.000000000000
19; -0.346818355933,  0.431758285682,  1.000000000000
20; -0.287862687756, -0.009946325827,  1.000000000000
21; -0.081546658325,  0.044085204905,  1.000000000000
22; -0.543379641987,  0.652787711613,  1.000000000000
23;  0.006853178535, -0.053268216664,  1.000000000000
24; -0.275225706584, -0.560992684656,  1.000000000000
25; -0.327566674786,  0.669951848105,  1.000000000000
26;  0.132528801852,  0.476348836808,  1.000000000000
27; -0.134644967995, -0.163356359676,  1.000000000000
28;  0.894802218992,  0.306224681743,  1.000000000000
29;  0.520101873878, -0.418134720289,  1.000000000000
30; -0.123947287164, -0.190952865435,  1.000000000000
31;  0.154766293505, -0.826598973508,  1.000000000000
32; -0.286062246343, -0.072779070384,  1.000000000000
33; -0.003501504360,  0.028902608999,  1.000000000000
34; -0.558519574640, -0.588933133046,  1.000000000000
35;  0.146812335426,  0.410671338731,  1.000000000000
36;  0.578458141430,  0.710930459607,  1.000000000000
37; -0.038538926692,  0.089275255357,  1.000000000000
38;  0.050750902468,  0.077269905158,  1.000000000000
39;  0.228748373888,  0.786690676992,  1.000000000000
40;  0.110127593659, -0.410265131532,  1.000000000000
41; -0.022650573105, -0.975255018467,  1.000000000000
42; -0.882335934694,  0.006485927353,  1.000000000000
43;  0.152834113712, -0.553417884511,  1.000000000000
44;  0.155815030090,  0.240709361056,  1.000000000000
45;  0.557914574808, -0.381222239596,  1.000000000000
46; -0.065803787548,  0.155138277243,  1.000000000000
47;  0.418924719803, -0.191439476409,  1.000000000000
48; -0.152479739185,  0.440977605218,  1.000000000000
49;  0.567647914893,  0.173159911353,  1.000000000000
50; -0.312195769912,  0.531996458165,  1.000000000000
51; -0.563406159115,  0.744256639256,  1.000000000000
52;  0.226141923420,  0.485229034642,  1.000000000000
53; -0.357593456150,  0.288712469066,  1.000000000000
54;  0.180320710448,  0.165448441318,  1.000000000000
55;  0.653444536182,  0.670641519376,  1.000000000000
56; -0.269866946119,  0.904004881437,  1.000000000000
57;  0.431166861905, -0.063783275276,  1.000000000000
58; -0.355558285681, -0.816685053827,  1.000000000000
59; -0.447527654542,  0.162188504466,  1.000000000000
60; -0.411973228085,  0.393935864449,  1.000000000000
61;  0.234605602889,  0.304487034760,  1.000000000000
62;  0.710664568833,  0.701404115950,  1.000000000000
63;  0.862833863724,  0.463210306981,  1.000000000000
64; -0.059465688632, -0.265514926406,  1.000000000000
65; -0.784450975678,  0.276503518584,  1.000000000000
66; -0.644093065120,  0.234856938684,  1.000000000000
67; -0.350262054910, -0.019603989193,  1.000000000000
68;  0.229837570482, -0.726269767711,  1.000000000000
69; -0.441625670982, -0.009840277890,  1.000000000000
70;  0.470579487881,  0.368721221893,  1.000000000000
71; -0.618651102493, -0.108455891727,  1.000000000000
72;  0.766215237618, -0.393532126884,  1.000000000000
73;  0.385554802525, -0.584444346914,  1.000000000000
74; -0.104161366398, -0.639530811544,  1.000000000000
75;  0.204863839527, -0.430035773331,  1.000000000000
76;  0.709905040371,  0.523184318199,  1.000000000000
77;  0.767860233513, -0.588233810544,  1.000000000000
78; -0.180744211674, -0.492914279216,  1.000000000000
79;  0.136672194421,  0.138286927841,  1.000000000000
80; -0.287336005468, -0.193041411535,  1.000000000000
81;  0.166817595162, -0.355343257832,  1.000000000000
82;  0.199098461865,  0.766589184842,  1.000000000000
83;  0.528446760700,  0.435722646938,  1.000000000000
84;  0.385924602231,  0.539221087837,  1.000000000000
85;  0.296231443960, -0.053692707829,  1.000000000000
86;  0.101927467686, -0.647782133205,  1.000000000000
87;  0.474870224103, -0.135051255495,  1.000000000000
88; -0.125802701965,  0.153509375455,  1.000000000000
89;  0.442048672299,  0.790090960558,  1.000000000000
90;  0.002581402622,  0.218057841248,  1.000000000000
91; -0.371547873216, -0.183373466463,  1.000000000000
92;  0.465436374330, -0.269504130324,  1.000000000000
93;  0.384905782027, -0.232779967100,  1.000000000000
94; -0.613383346435, -0.684102817765,  1.000000000000
95;  0.302598768539,  0.732458034849,  1.000000000000
96; -0.549001869438,  0.616857834341,  1.000000000000
97;  0.008214078386,  0.118002438102,  1.000000000000
98;  0.113249116419,  0.699181727914,  1.000000000000
99;  0.216105573439, -0.802399904439,  1.000000000000
100; -0.395884974822,  0.376288436322,  1.000000000000
101; -0.552330199059,  0.158866601054,  1.000000000000
102; -0.416455408491,  0.546499970064,  1.000000000000
103;  0.014822122959, -0.549151045042,  1.000000000000
104;  0.027527564473, -0.046555525333,  1.000000000000
105;  0.023649710896, -0.085687842272,  1.000000000000
106;  0.060826603296, -0.086258518944,  1.000000000000
107;  0.197254014299, -0.000672061407,  1.000000000000
108;  0.041617109846, -0.762862337226,  1.000000000000
109; -0.092736394343,  0.248231496635,  1.000000000000
110; -0.785480053866, -0.451063966640,  1.000000000000
111;  0.428327983325,  0.483476090937,  1.000000000000
112;  0.473352095702, -0.144806312548,  1.000000000000
113;  0.778149480901, -0.151280824398,  1.000000000000
114; -0.159664914844,  0.398773076208,  1.000000000000
115;  0.437866135715, -0.138640389896,  1.000000000000
116; -0.187636779154,  0.008305364988,  1.000000000000
117;  0.764330217142, -0.463786379699,  1.000000000000
118; -0.214075849401,  0.225670715648,  1.000000000000
119;  0.021410929095, -0.875664216465,  1.000000000000
120;  0.387465272345, -0.407655366998,  1.000000000000
121;  0.103586424894,  0.106930923827,  1.000000000000
122; -0.395762954456,  0.099789656161,  1.000000000000
123; -0.271724728648, -0.016705797748,  1.000000000000
124; -0.171560369807,  0.089965762868,  1.000000000000
125;  0.880450532826, -0.329942554531,  1.000000000000
126;  0.196425544686, -0.292517058276,  1.000000000000
127; -0.071747853313,  0.118048548031,  1.000000000000
128; -0.353910862294, -0.135296551736,  1.000000000000
129;  0.000468718431, -0.059125728882,  1.000000000000
130;  0.028988542704,  0.239475832697,  1.000000000000
131; -0.082673644783, -0.941649754253,  1.000000000000
132;  0.483549210916, -0.287386837997,  1.000000000000
133;  0.734958299984,  0.635035921690,  1.000000000000
134; -0.346558468421,  0.018189581273,  1.000000000000
135; -0.197340810753, -0.854576335203,  1.000000000000
136;  0.574250443864,  0.638238309016,  1.000000000000
137;  0.309407586793, -0.025582904314,  1.000000000000
138;  0.356399453444, -0.500200908570,  1.000000000000
139; -0.257755165375, -0.444210927208,  1.000000000000
140;  0.536327029186,  0.305874105408,  1.000000000000
141; -0.049629703166, -0.056242161690,  1.000000000000
142; -0.900991740513,  0.387183991028,  1.000000000000
143; -0.016764045714, -0.409268585621,  1.000000000000
144; -0.271305582592,  0.157761795921,  1.000000000000
145;  0.684632298122,  0.701147872492,  1.000000000000
146; -0.013310521002, -0.074344813153,  1.000000000000
147; -0.768720585124,  0.581651385137,  1.000000000000
148; -0.829490572518,  0.143846542798,  1.000000000000
149; -0.303511644857,  0.573484941102,  1.000000000000
150;  0.315048791736, -0.375799951331,  1.000000000000
151;  0.561718296584,  0.429755792608,  1.000000000000
152; -0.184224114488,  0.025865815332,  1.000000000000
153;  0.231450980158,  0.195997429350,  1.000000000000
154;  0.024592516006,  0.129500357980,  1.000000000000
155;  0.533274074009, -0.754258961581,  1.000000000000
156; -0.334839921340, -0.296539595082,  1.000000000000
157;  0.044993720548, -0.448656027696,  1.000000000000
158;  0.104897901419, -0.367875782236,  1.000000000000
159;  0.260928969986,  0.129021597855,  1.000000000000
160;  0.310879304345,  0.568775461408,  1.000000000000
161; -0.532306156507, -0.590854140947,  1.000000000000
162; -0.388165672433,  0.418436718594,  1.000000000000
163; -0.020157368068,  0.608360433033,  1.000000000000
164; -0.278221996445,  0.363192112989,  1.000000000000
165;  0.253529147407, -0.167405048429,  1.000000000000
166; -0.637009566017, -0.128887473828,  1.000000000000
167; -0.031472023676,  0.093834534578,  1.000000000000
168; -0.560774182779, -0.071987820922,  1.000000000000
169;  0.171371005679,  0.405543110379,  1.000000000000
170;  0.093502683582, -0.321276480814,  1.000000000000
171;  0.035254969458,  0.717215417516,  1.000000000000
172; -0.118805304521, -0.608445100120,  1.000000000000
173; -0.618031772360, -0.437122377564,  1.000000000000
174;  0.750979721150,  0.474507017217,  1.000000000000
175;  0.101280480791,  0.136099663652,  1.000000000000
176; -0.268021007917,  0.735788402324,  1.000000000000
177; -0.588417348536, -0.219705181233,  1.000000000000
178;  0.336144454424,  0.937698845415,  1.000000000000
179; -0.115583508637,  0.067523705569,  1.000000000000
180;  0.173159213253,  0.904358260745,  1.000000000000
181;  0.725643989476, -0.055439425728,  1.000000000000
182; -0.637908703603,  0.455622964028,  1.000000000000
183; -0.014954541875, -0.277537388076,  1.000000000000
184;  0.715155285220, -0.023062341355,  1.000000000000
185; -0.267701278800,  0.118281590616,  1.000000000000
186;  0.366400583291, -0.508557109990,  1.000000000000
187;  0.648642344970,  0.269493350032,  1.000000000000
188;  0.278558945973,  0.727112090673,  1.000000000000
189; -0.067659510983,  0.035209035321,  1.000000000000
190; -0.679801128761,  0.188229369680,  1.000000000000
191; -0.270979263399, -0.600437453724,  1.000000000000
192;  0.466241757624, -0.764703832783,  1.000000000000
193; -0.063174420935, -0.838019822774,  1.000000000000
194;  0.479368044268, -0.093891329691,  1.000000000000
195; -0.571340929678, -0.576523319153,  1.000000000000
196;  0.413410415345, -0.185624256410,  1.000000000000
197;  0.298887166359, -0.158360500530,  1.000000000000
198; -0.290760398604,  0.212928630814,  1.000000000000
199;  0.292231983052, -0.287573977788,  1.000000000000
200; -0.245133128411,  0.329670127050,  1.000000000000
201; -0.204187849757, -0.114907115279,  1.000000000000
202; -0.126319911899, -0.080578194017,  1.000000000000
203;  0.395949122758, -0.772072953986,  1.000000000000
204;  0.168977166508, -0.680662435665,  1.000000000000
205; -0.100436401789, -0.669255429816,  1.000000000000
206; -0.242271412405,  0.232940411958,  1.000000000000
207;  0.096775667032, -0.243521495170,  1.000000000000
208;  0.072690162532, -0.307252137504,  1.000000000000
209;  0.170183320929, -0.241792796257,  1.000000000000
210; -0.000523274336,  0.019948957942,  1.000000000000
211;  0.106803094329,  0.087712387669,  1.000000000000
212; -0.387603096438,  0.074118440726,  1.000000000000
213; -0.371470609573, -0.576192673026,  1.000000000000
214;  0.486102793919, -0.078649661958,  1.000000000000
215;  0.154328611741, -0.677432001771,  1.000000000000
216;  0.020783444227,  0.045898780062,  1.000000000000
217; -0.774336081921, -0.379472849231,  1.000000000000
218;  0.051635570739, -0.127145267748,  1.000000000000
219; -0.460001974856, -0.004921077714,  1.000000000000
220;  0.432763617010,  0.714759505354,  1.000000000000
221; -0.701911481685, -0.033397240683,  1.000000000000
222;  0.733576958412,  0.106664063201,  1.000000000000
223; -0.276045077333, -0.282099362433,  1.000000000000
224; -0.662877978090,  0.308882542509,  1.000000000000
225; -0.503630194044,  0.227138255619,  1.000000000000
226; -0.269146625054, -0.459422084535,  1.000000000000
227;  0.123714698737,  0.006842232480,  1.000000000000
228;  0.477814473384,  0.546137358150,  1.000000000000
229;  0.060173181470, -0.765617411564,  1.000000000000
230;  0.451785120442,  0.553083188892,  1.000000000000
231;  0.442129530293, -0.800134879875,  1.000000000000
232;  0.298627744518,  0.028503365763,  1.000000000000
233; -0.260928059661,  0.756647336868,  1.000000000000
234;  0.324398454066,  0.623257569100,  1.000000000000
235; -0.011440147386, -0.354922045214,  1.000000000000
236; -0.071797538922, -0.024496860669,  1.000000000000
237; -0.802431708417, -0.402990075577,  1.000000000000
238;  0.007116991585,  0.004435666491,  1.000000000000
239; -0.296070084482, -0.358602065078,  1.000000000000
240; -0.202164695054, -0.106393960963,  1.000000000000
241; -0.662202606836, -0.292402791279,  1.000000000000
242;  0.359488237169, -0.002106889951,  1.000000000000
243;  0.193295642874,  0.160774661627,  1.000000000000
244;  0.009604631574,  0.031095616741,  1.000000000000
245;  0.104651310720, -0.118736531945,  1.000000000000
246; -0.277096476605, -0.020272556229,  1.000000000000
247; -0.302312231032, -0.702136579774,  1.000000000000
248; -0.844243183104,  0.287290956615,  1.000000000000
249;  0.216647994618,  0.201983311477,  1.000000000000
250; -0.486467886103, -0.065950797648,  1.000000000000
251; -0.136424369644,  0.263856673333,  1.000000000000
252; -0.110887045410, -0.118386017243,  1.000000000000
253;  0.606295838606, -0.235054802415,  1.000000000000
254;  0.028667550092,  0.783904774530,  1.000000000000
255; -0.073311046518,  0.081522346446,  1.000000000000
256;  0.513139900904, -0.193384454731,  1.000000000000
257;  0.423534230276, -0.030479052788,  1.000000000000
258; -0.076934401935, -0.503138390371,  1.000000000000
259;  0.487999533118,  0.024581274565,  1.000000000000
260; -0.759249530551,  0.448157632826,  1.000000000000
261; -0.359284999706,  0.231229772958,  1.000000000000
262;  0.651191204520,  0.731711176717,  1.000000000000
263; -0.072684523940,  0.068439912215,  1.000000000000
264;  0.292169984852,  0.606986616293,  1.000000000000
265; -0.522533635639,  0.057449891344,  1.000000000000
266;  0.072376177419, -0.698255325820,  1.000000000000
267; -0.422020864871, -0.369768424797,  1.000000000000
268; -0.370829627155,  0.074397280091,  1.000000000000
269;  0.210792403802,  0.003639733828,  1.000000000000
270; -0.020938544432, -0.164372462688,  1.000000000000
271;  0.670415733328, -0.601987438406,  1.000000000000
272; -0.091518728156,  0.301108698032,  1.000000000000
273;  0.234625858965, -0.713679752029,  1.000000000000
274; -0.354016830905,  0.073912447862,  1.000000000000
275; -0.134443816606, -0.032821730642,  1.000000000000
276; -0.128003126779, -0.249394238892,  1.000000000000
277; -0.202452510111,  0.086918200560,  1.000000000000
278;  0.196763874215,  0.416626638665,  1.000000000000
279; -0.198993285184, -0.461521689823,  1.000000000000
280; -0.077415814652, -0.178863296308,  1.000000000000
281; -0.474030589004,  0.638244823094,  1.000000000000
282; -0.145644688377,  0.081876426175,  1.000000000000
283; -0.070386440137,  0.025868131600,  1.000000000000
284; -0.167881006006, -0.583652317871,  1.000000000000
285; -0.098651868949, -0.069852478361,  1.000000000000
286;  0.361860450868,  0.504507751203,  1.000000000000
287; -0.431869855675, -0.637997284042,  1.000000000000
288;  0.005586039526,  0.004165907436,  1.000000000000
289;  0.524230312588,  0.097085336242,  1.000000000000
290;  0.021394276178, -0.899011411947,  1.000000000000
291; -0.487907059215,  0.037621240951,  1.000000000000
292; -0.438075631946, -0.071885722040,  1.000000000000
293;  0.244879623261, -0.225804069566,  1.000000000000
294; -0.531361286000, -0.640324556494,  1.000000000000
295; -0.279103251321, -0.800272543353,  1.000000000000
296; -0.466397262615,  0.618330520062,  1.000000000000
297;  0.027822468480,  0.059731386611,  1.000000000000
298; -0.224863570821, -0.041081379819,  1.000000000000
299; -0.145169804511, -0.395144602460,  1.000000000000
300; -0.921676033800,  0.077227717418,  1.000000000000
301;  0.719717835647, -0.197701080936,  1.000000000000
302;  0.650034118719, -0.578463645462,  1.000000000000
303; -0.828814715971,  0.397570625491,  1.000000000000
304;  0.250912861185,  0.639016193679,  1.000000000000
305;  0.452910380529, -0.339444585192,  1.000000000000
306;  0.779823383267,  0.330244240601,  1.000000000000
307; -0.109637049467,  0.607484899730,  1.000000000000
308;  0.396310828514, -0.611736126604,  1.000000000000
309;  0.008001535547,  0.072056091545,  1.000000000000
310; -0.001079253166, -0.306943699057,  1.000000000000
311;  0.414939601195, -0.187551899229,  1.000000000000
312;  0.075049404647,  0.069438272700,  1.000000000000
313;  0.926582036366, -0.152885129617,  1.000000000000
314; -0.046701621117, -0.100965437896,  1.000000000000
315;  0.471043524367,  0.400047823351,  1.000000000000
316; -0.270325178909,  0.047147373053,  1.000000000000
317;  0.231950758606,  0.938406661483,  1.000000000000
318; -0.039570221025,  0.007826987572,  1.000000000000
319;  0.148291004689, -0.306015095287,  1.000000000000
320;  0.336122053260,  0.347439609820,  1.000000000000
321; -0.029226188945, -0.071648924364,  1.000000000000
322; -0.149712116932,  0.170283332903,  1.000000000000
323;  0.104439320072, -0.067841815895,  1.000000000000
324; -0.049875661444, -0.039124716025,  1.000000000000
325;  0.411957499046, -0.063766813108,  1.000000000000
326;  0.610798924253, -0.558298383225,  1.000000000000
327; -0.066451813509,  0.126936322116,  1.000000000000
328;  0.049539606481,  0.007549905754,  1.000000000000
329;  0.077238293209,  0.753864415935,  1.000000000000
330;  0.087022462967,  0.045567321176,  1.000000000000
331; -0.019721408600,  0.015491547937,  1.000000000000
332;  0.018863510564,  0.756395966593,  1.000000000000
333;  0.210104191148,  0.758407703370,  1.000000000000
334;  0.127116706110,  0.082216187019,  1.000000000000
335;  0.204809397201,  0.013666610019,  1.000000000000
336; -0.030355578641, -0.161921365180,  1.000000000000
337;  0.397889452255,  0.639052718696,  1.000000000000
338;  0.112752771572,  0.045152346761,  1.000000000000
339; -0.074146947626,  0.080393498101,  1.000000000000
340;  0.304334765826,  0.100032430266,  1.000000000000
341;  0.701720666672,  0.123667072555,  1.000000000000
342; -0.018603806906,  0.297352441408,  1.000000000000
343;  0.609208417377, -0.555786650729,  1.000000000000
344;  0.495417315614, -0.054307283414,  1.000000000000
345;  0.835475711518, -0.197654074842,  1.000000000000
346;  0.723561843011, -0.260711031506,  1.000000000000
347; -0.128600277408, -0.099082177195,  1.000000000000
348;  0.617646960899, -0.636120160631,  1.000000000000
349;  0.013172297772, -0.604656347600,  1.000000000000
350;  0.669040322918, -0.474253707417,  1.000000000000
351; -0.143486187155, -0.255942714816,  1.000000000000
352;  0.682457337661, -0.701433504447,  1.000000000000
353;  0.118136897218,  0.454822590921,  1.000000000000
354;  0.846670319015, -0.081781324454,  1.000000000000
355; -0.147155031517, -0.262778272980,  1.000000000000
356;  0.235499341236,  0.517799362929,  1.000000000000
357; -0.302070882250,  0.829198299735,  1.000000000000
358; -0.140787793344,  0.142290077923,  1.000000000000
359;  0.188991720221, -0.151021104956,  1.000000000000
360;  0.392732141723,  0.601305540233,  1.000000000000
361;  0.064460645964,  0.494820141213,  1.000000000000
362; -0.057659327181, -0.089076633324,  1.000000000000
363; -0.189020904780,  0.018504669705,  1.000000000000
364;  0.015650845966, -0.344017221278,  1.000000000000
365; -0.319636416954, -0.356661238663,  1.000000000000
366; -0.425755578635, -0.695394818156,  1.000000000000
367; -0.128334738932, -0.584009847380,  1.000000000000
368;  0.927058894679, -0.061429864235,  1.000000000000
369; -0.130284022148,  0.816089888611,  1.000000000000
370;  0.708739495043, -0.667722605853,  1.000000000000
371;  0.032491237577, -0.956888748036,  1.000000000000
372;  0.680334230320, -0.127586444005,  1.000000000000
373; -0.469919936619, -0.340278736250,  1.000000000000
374;  0.144591342672, -0.814519529005,  1.000000000000
375; -0.145691437762,  0.282560898628,  1.000000000000
376; -0.438377188027,  0.506638801897,  1.000000000000
377;  0.002868873185, -0.042214470551,  1.000000000000
378;  0.684537051667, -0.163560168651,  1.000000000000
379;  0.581074508654,  0.330611844262,  1.000000000000
380; -0.438032955493,  0.878698008793,  1.000000000000
381;  0.021580763306, -0.022700327103,  1.000000000000
382;  0.958496839287, -0.284775036714,  1.000000000000
383;  0.790992855029,  0.181993911591,  1.000000000000
384;  0.005933153638,  0.003953353578,  1.000000000000
385; -0.152086209362,  0.569420572721,  1.000000000000
386; -0.419402971566, -0.436364471739,  1.000000000000
387; -0.475948030364,  0.020868018126,  1.000000000000
388;  0.071577726933,  0.348870597596,  1.000000000000
